bjd,rv,rv_err
2459244.884701762,14.727509000000001,0.00817
2459487.950952001,14.856074,0.00702
2459507.912044662,14.866817000000001,0.00929
2459508.06196023,14.835325000000001,0.00704
2459509.887027196,14.872722,0.00891
2459510.057314052,14.809496,0.00732
2459514.917748312,14.795137,0.00818
2459515.116108679,14.779871,0.0072
2459530.837803917,14.730281999999999,0.00825
