bjd,rv,rv_err
2459244.884701768,-0.07509000000000121,0.00961
2459487.950951999,0.079955,0.00817
2459507.912044661,0.06678800000000074,0.01087
2459508.06196023,0.026116000000000028,0.00823
2459509.887027195,0.062113000000000085,0.01018
2459510.057314052,-0.001362999999999559,0.00854
2459514.917748312,-0.0014120000000001909,0.00939
2459515.116108679,-0.029998000000000857,0.00843
2459530.837803919,-0.07450699999999877,0.00947
2459588.719005262,0.001362999999999559,0.00936
