bjd,rv,rv_err
2459244.884701762,-0.08198699999999803,0.00817
2459487.950952001,0.04657800000000023,0.00702
2459507.912044662,0.05732100000000173,0.00929
2459508.06196023,0.025829000000001656,0.00704
2459509.887027196,0.06322600000000023,0.00891
2459510.057314052,0.0,0.00732
2459514.917748312,-0.0143589999999989,0.00818
2459515.116108679,-0.029624999999999346,0.0072
2459530.837803917,-0.07921400000000034,0.00825
