bjd,rv,rv_err
2459244.884701762,-0.053391999999997,0.01623
2459487.950952001,-0.02968699999999913,0.01424
2459507.912044662,0.0683360000000004,0.01874
2459508.06196023,0.06133400000000222,0.01405
2459509.887027196,0.10584100000000163,0.01895
2459510.057314052,0.045615000000001515,0.01487
2459514.917748312,-0.019703999999999056,0.01701
2459515.116108679,0.0,0.01431
2459530.837803917,-0.046458999999998696,0.0172
