# Wavelength[nm]	g'	r'	Asahi i	z_s
856	0.000999673	0.000616637	-0.000134432	98.61367035
855.5	0.001227858	0.000727022	-0.000190434	98.88513947
855	0.00123442	0.00055354	0.000283072	98.67081451
854.5	0.001417077	0.000586693	-0.000231424	98.77594757
854	0.001369781	0.000513562	0.00053459	98.87387848
853.5	0.001313586	0.000414354	-0.000224025	98.97888184
853	0.001472287	0.000260235	-5.27E-06	98.99323273
852.5	0.00154408	0.000250801	0.000630158	99.14015198
852	0.00165258	0.000321093	-0.000236542	99.26406097
851.5	0.001832359	0.000206635	-4.27E-05	99.28877258
851	0.002004624	0.000199502	9.70E-05	99.37606049
850.5	0.002257865	0.000200938	0.000244743	99.29898071
850	0.00251027	0.00024146	0.000295831	99.23647308
849.5	0.002679815	0.000253168	0.000193522	99.24267578
849	0.003026761	0.00017228	1.01E-06	99.14896393
848.5	0.003193127	0.000103198	0.000352087	98.99279785
848	0.003633005	0.000143725	1.50E-05	99.06959534
847.5	0.003934701	0.00015397	0.00022687	98.91938019
847	0.004319265	0.000188705	0.000116541	98.84338379
846.5	0.004766332	0.000201817	-8.37E-06	98.66120148
846	0.004920319	0.000243248	7.19E-05	98.70478821
845.5	0.005247689	0.000302409	0.000252701	98.57496643
845	0.005544167	0.000212313	0.000173442	98.40255737
844.5	0.005751449	0.00025938	0.000725873	98.52219391
844	0.005829624	0.000239811	-5.05E-05	98.5275116
843.5	0.006115651	0.000325894	-0.000122705	98.73843384
843	0.006101849	0.000395527	0.000251038	98.77344513
842.5	0.005984363	0.000434089	-2.19E-05	98.92484283
842	0.005616023	0.000490947	0.000509322	98.98503113
841.5	0.005652993	0.000428623	0.000671961	99.01346588
841	0.005322299	0.000587206	-7.93E-05	98.99986267
840.5	0.005067491	0.000587911	0.000358769	98.98556519
840	0.004666599	0.000624685	0.00016137	98.68029022
839.5	0.004258365	0.000678205	0.000532886	98.33714294
839	0.003969035	0.000696842	0.000653767	97.92725372
838.5	0.003794745	0.000683213	0.000605961	97.42573547
838	0.003458504	0.000620657	0.000734658	96.73231506
837.5	0.003289223	0.000654928	0.000927237	96.23534393
837	0.002973905	0.000660982	0.000898086	95.81802368
836.5	0.002742772	0.000659818	0.000851223	95.44435883
836	0.002630394	0.00063427	0.001241507	95.23527527
835.5	0.002423928	0.000583028	0.001722357	95.32518768
835	0.002211554	0.00053339	0.001533885	95.36196899
834.5	0.002199841	0.000544928	0.002328794	95.74694824
834	0.002072091	0.000530073	0.002792118	96.1272049
833.5	0.002024164	0.000560926	0.002618346	96.31054688
833	0.001940676	0.000524329	0.003620711	96.47407532
832.5	0.001946455	0.00057169	0.004252184	96.15910339
832	0.001940615	0.000530594	0.005246332	95.45508575
831.5	0.001934392	0.000553057	0.005953718	94.44117737
831	0.002005996	0.000691287	0.007417935	93.33350372
830.5	0.001943204	0.000633033	0.009016071	92.45069885
830	0.002020119	0.000635014	0.010397826	91.97422028
829.5	0.002148205	0.000629644	0.012451777	91.76593781
829	0.002286085	0.000662709	0.01629645	91.85337067
828.5	0.002301204	0.000689861	0.019324273	90.47803497
828	0.002459392	0.000700892	0.024276685	86.21113586
827.5	0.002666987	0.000661474	0.030566545	77.51932526
827	0.002785379	0.000592734	0.037308756	64.98878479
826.5	0.003043618	0.000576714	0.046596389	50.14197922
826	0.003267794	0.000479149	0.058828276	35.4869194
825.5	0.003554933	0.000473028	0.075623728	23.16997147
825	0.003828544	0.000392921	0.095962726	14.24998188
824.5	0.004101847	0.000391326	0.122662239	8.580205917
824	0.004440685	0.000318212	0.158106029	5.150584698
823.5	0.004857029	0.00033536	0.20780994	3.140724421
823	0.005062323	0.000263272	0.273476481	1.976576447
822.5	0.005271094	0.000318559	0.366579771	1.255490899
822	0.005486612	0.00023308	0.493204355	0.828915715
821.5	0.00578892	0.000285128	0.670217931	0.559291542
821	0.005922742	0.000262365	0.920024872	0.389089793
820.5	0.005934077	0.000233287	1.273952007	0.276122868
820	0.006022459	0.000249498	1.786026716	0.198934361
819.5	0.005841554	0.000200835	2.545087576	0.147379056
819	0.005691307	0.000239586	3.676766872	0.109374911
818.5	0.005564864	0.000219581	5.394979	0.083030425
818	0.005287139	0.000238445	7.917107105	0.064286053
817.5	0.004900823	0.000225571	11.63055706	0.049541004
817	0.004672422	0.000253288	17.03962135	0.039027147
816.5	0.004167395	0.000268059	24.52848625	0.031449124
816	0.003814707	0.000277371	34.74014664	0.025024807
815.5	0.003461454	0.000335626	46.70884323	0.020414911
815	0.002932781	0.000353378	59.70863724	0.016609913
814.5	0.002706568	0.000415251	72.29103851	0.013972974
814	0.002365259	0.000513066	82.72490692	0.011812297
813.5	0.002032187	0.000587997	90.62322998	0.009735337
813	0.001873821	0.000752771	95.44455719	0.008575486
812.5	0.00151553	0.000832473	97.73792267	0.007294843
812	0.001366617	0.001048936	98.32662201	0.00615137
811.5	0.001187238	0.001333562	98.10244751	0.005444198
811	0.00106822	0.001645223	97.5821228	0.004829213
810.5	0.000938901	0.001958713	97.1144104	0.004135299
810	0.000835262	0.002289098	96.79418182	0.003766552
809.5	0.000724952	0.002690582	96.69064331	0.003424459
809	0.000663305	0.003122409	96.82411194	0.00304004
808.5	0.000642427	0.003359273	97.12402344	0.002790183
808	0.000574195	0.003574368	97.37440491	0.002551397
807.5	0.00056566	0.003795051	97.6820755	0.002344116
807	0.000521431	0.004036001	97.98236084	0.002202454
806.5	0.000500864	0.004049302	98.38259125	0.002112645
806	0.000459256	0.004115181	98.60532379	0.001985359
805.5	0.000476783	0.004277969	98.88652802	0.001863608
805	0.000427292	0.004536878	99.03423309	0.001799335
804.5	0.000460361	0.004784641	99.15442657	0.001783391
804	0.000444606	0.004930205	99.19593811	0.001738509
803.5	0.00043351	0.005094569	99.26136017	0.001634206
803	0.000445184	0.005278194	99.25184631	0.001775927
802.5	0.000408326	0.005150248	99.25337219	0.001703326
802	0.000462659	0.004975476	99.27121735	0.001739175
801.5	0.000453597	0.004721951	99.27366638	0.001788525
801	0.00051866	0.004122612	99.22897339	0.001804028
800.5	0.00048931	0.003552076	99.20628357	0.001890973
800	0.000521841	0.003063421	99.27442932	0.001914741
799.5	0.000550616	0.00260965	99.2253418	0.002081
799	0.000615856	0.002175272	99.2228241	0.002270995
798.5	0.000606119	0.001834511	99.21376801	0.002468565
798	0.000701968	0.001608249	99.21068573	0.002728065
797.5	0.000726646	0.001394979	99.18421936	0.003113202
797	0.000827664	0.001283841	99.15808105	0.003411145
796.5	0.000895506	0.00114466	99.15345001	0.003811082
796	0.000947021	0.001129938	99.110672	0.004249752
795.5	0.001066347	0.001111622	99.08021545	0.004532302
795	0.001212546	0.001053799	98.98496246	0.004956538
794.5	0.001259996	0.001127257	99.02378845	0.005164776
794	0.001403815	0.001160535	99.00272369	0.005097578
793.5	0.001564118	0.001252618	98.94745636	0.004992604
793	0.001755558	0.001415296	98.94075775	0.004614908
792.5	0.002054438	0.00167314	98.99859619	0.004293335
792	0.002350968	0.002073717	99.03049469	0.003863618
791.5	0.002773755	0.002560358	99.1022644	0.003436721
791	0.0032295	0.003113552	99.11682129	0.003118113
790.5	0.003652165	0.003658382	99.15996552	0.002788594
790	0.004216671	0.004158336	99.22151184	0.002442174
789.5	0.004705027	0.004264057	99.26914215	0.0022909
789	0.005481398	0.004150113	99.32118988	0.00207277
788.5	0.006057366	0.003683226	99.36408234	0.002031481
788	0.006593928	0.002948909	99.4460907	0.001947275
787.5	0.006771811	0.002300351	99.42925262	0.001923978
787	0.006893007	0.001639486	99.49733734	0.001808144
786.5	0.006764153	0.001364115	99.48869324	0.00186563
786	0.0065646	0.00097718	99.47426605	0.001883116
785.5	0.006204986	0.000814457	99.460289	0.001966791
785	0.005866609	0.000671714	99.45762634	0.002116926
784.5	0.005543847	0.000630316	99.49739838	0.002336449
784	0.005215075	0.000547419	99.4739151	0.002446268
783.5	0.00496732	0.000511178	99.5041275	0.00264953
783	0.004684459	0.000476205	99.43565369	0.002827138
782.5	0.004569662	0.000459317	99.46882629	0.002922671
782	0.004422033	0.000427343	99.46620178	0.003032802
781.5	0.004524079	0.000439105	99.45265961	0.00296771
781	0.004752026	0.00052287	99.39474487	0.002924701
780.5	0.004805918	0.00054025	99.43347168	0.002738452
780	0.00508376	0.000579802	99.4228363	0.002528386
779.5	0.005331542	0.000635343	99.47856903	0.002243122
779	0.005826568	0.00076576	99.42754364	0.002054536
778.5	0.006219515	0.000847426	99.44168091	0.001802044
778	0.006557965	0.000935728	99.39610291	0.001686329
777.5	0.006831446	0.001015213	99.4232254	0.001512345
777	0.006963954	0.00098861	99.3949585	0.001356453
776.5	0.006973002	0.000950907	99.42562103	0.001221658
776	0.006828253	0.000842067	99.31813049	0.001164778
775.5	0.006393324	0.000723287	99.34938049	0.001113815
775	0.00575285	0.000579011	99.40879059	0.001103373
774.5	0.005164315	0.000477801	99.52645111	0.001094184
774	0.004521088	0.000395229	99.56735992	0.001143463
773.5	0.00401066	0.00030415	99.59575653	0.001206156
773	0.003506735	0.000250098	99.62186432	0.001231121
772.5	0.003112798	0.000246216	99.5930481	0.001320002
772	0.002736324	0.000210164	99.68280792	0.001419113
771.5	0.002462097	0.000170736	99.74803162	0.001491526
771	0.002243044	0.000167017	99.84500122	0.001702052
770.5	0.002096239	0.000163535	99.65270996	0.001790057
770	0.001904459	0.000141931	99.6675415	0.001874308
769.5	0.001775376	0.000109544	99.55538177	0.001899386
769	0.001736449	0.000103754	99.49391174	0.001950057
768.5	0.001617796	0.000116237	99.50857544	0.001874412
768	0.001579616	0.000123127	99.39118195	0.00175797
767.5	0.001610989	0.000144246	99.2745285	0.001667157
767	0.001512344	0.000134637	99.16764832	0.001516253
766.5	0.001392538	7.66E-05	99.01987457	0.00137082
766	0.001434833	0.000139547	98.89680481	0.001281773
765.5	0.001382326	0.000119879	98.7775116	0.001200116
765	0.001316592	0.00014404	98.73118591	0.001231225
764.5	0.001300464	0.00014413	98.68977356	0.00113628
764	0.001243315	0.000143902	98.58081055	0.00110304
763.5	0.001196306	0.000132713	98.5610199	0.001119702
763	0.001166755	0.000173	98.56969452	0.001196384
762.5	0.001096243	0.000174509	98.46751404	0.001300716
762	0.000982558	0.000191098	98.44504547	0.001371937
761.5	0.000972606	0.000203462	98.40972137	0.001569085
761	0.000842027	0.000245607	98.3458252	0.001614083
760.5	0.000830621	0.000283938	98.43380737	0.001687137
760	0.000772622	0.00032287	98.67842102	0.001811485
759.5	0.000681	0.000359283	98.72997284	0.001709969
759	0.000634533	0.000413863	98.76431274	0.001583013
758.5	0.000603283	0.000518769	98.75874329	0.001396785
758	0.000547059	0.000561916	98.87786102	0.001204742
757.5	0.000508188	0.000764356	98.94324493	0.001001061
757	0.000447341	0.000856328	99.04722595	0.000743535
756.5	0.000486914	0.001171424	99.0958786	0.000658846
756	0.000443431	0.001500994	99.1697464	0.000548556
755.5	0.00043994	0.001960739	99.25402069	0.000464224
755	0.000453538	0.002569726	99.3059082	0.000445541
754.5	0.000418452	0.003342042	99.41323853	0.000375093
754	0.000438871	0.004273272	99.60864258	0.000374182
753.5	0.000368571	0.005390845	99.63282776	0.000331484
753	0.000410444	0.006187191	99.58113098	0.000321118
752.5	0.000421906	0.006637597	99.44554138	0.000318758
752	0.000440596	0.006661091	99.4641037	0.000319465
751.5	0.000451145	0.006309811	99.33976746	0.000327861
751	0.000464363	0.005682847	99.19962311	0.000374295
750.5	0.000498121	0.004898053	99.08393097	0.000407255
750	0.000531946	0.004324764	98.93838501	0.000527083
749.5	0.000622851	0.003827409	98.83863831	0.000653816
749	0.000677214	0.003494321	98.66127777	0.000766694
748.5	0.000824118	0.003293519	98.4367981	0.000930713
748	0.000926564	0.003191274	98.41535187	0.001105727
747.5	0.001129376	0.003181582	98.29873657	0.001141109
747	0.001419735	0.003279002	98.18680573	0.001124024
746.5	0.001741886	0.003481061	98.20223999	0.001039151
746	0.00239374	0.003628554	98.22158051	0.000875904
745.5	0.003100691	0.003810928	98.30549622	0.000756705
745	0.004239533	0.004018846	98.33547211	0.000559149
744.5	0.005797931	0.004090429	98.47612	0.00042637
744	0.007531518	0.003988779	98.5945282	0.000341488
743.5	0.009125097	0.003772864	98.77329254	0.00024494
743	0.010360111	0.003424275	98.88391113	0.000215937
742.5	0.01078071	0.003123172	99.04374695	0.000200963
742	0.01041024	0.002727267	99.02560425	0.000180395
741.5	0.009389315	0.002341162	99.1842804	0.000129108
741	0.008048192	0.002044954	99.27355957	0.000125006
740.5	0.006858343	0.001913501	99.45366669	0.000133914
740	0.005799834	0.001725415	99.54911804	0.000143503
739.5	0.005046434	0.001633533	99.52143097	0.000128903
739	0.004581826	0.001592561	99.46355438	0.000113443
738.5	0.00423678	0.001565858	99.42410278	0.00010686
738	0.004069358	0.001719642	99.35992432	0.000139389
737.5	0.004105688	0.001937994	99.3744278	0.000125986
737	0.004179736	0.002226959	99.33911896	0.000122859
736.5	0.004280395	0.002652666	99.27676392	8.97E-05
736	0.004520218	0.003360738	99.3902359	0.000153654
735.5	0.004883866	0.004069037	99.39458466	0.000186416
735	0.005273666	0.004634059	99.46227264	0.000173515
734.5	0.005670566	0.004821896	99.50100708	0.000168186
734	0.00604909	0.004567261	99.57563019	0.000178353
733.5	0.006401198	0.003910098	99.69451141	0.000195925
733	0.006608388	0.003074445	99.60445404	0.000195472
732.5	0.006769064	0.002292259	99.6075058	0.000222212
732	0.006709902	0.001519112	99.58568573	0.000228295
731.5	0.006557102	0.001101335	99.46807861	0.00026812
731	0.006279533	0.000802715	99.35299683	0.000303214
730.5	0.005783621	0.000589594	99.28909302	0.000329458
730	0.005431249	0.000478542	99.12174988	0.000344123
729.5	0.005017182	0.000380324	98.96961212	0.000406909
729	0.004633278	0.000343662	98.89079285	0.000454312
728.5	0.004137157	0.0003035	98.79359436	0.000445567
728	0.003780894	0.000286681	98.73755646	0.000466319
727.5	0.003469324	0.000239653	98.66475677	0.000457604
727	0.003213297	0.000245823	98.62258148	0.000427356
726.5	0.002869357	0.000196336	98.67928314	0.000356301
726	0.002751121	0.000228122	98.7064209	0.000374341
725.5	0.002551244	0.000222384	98.78127289	0.000380414
725	0.002427285	0.000244464	98.78994751	0.000332078
724.5	0.00224762	0.000248435	98.88602448	0.000290062
724	0.00219189	0.000256031	98.94857025	0.000269046
723.5	0.002116201	0.000285961	99.03936768	0.000239509
723	0.002083375	0.000320267	99.09143066	0.000243847
722.5	0.002110891	0.000396227	99.16713715	0.000256027
722	0.002101492	0.000419383	99.13752747	0.000246854
721.5	0.002183981	0.000535584	99.16921234	0.000251105
721	0.002347822	0.000627769	99.18053436	0.000278546
720.5	0.002484829	0.000812979	99.16136932	0.000314551
720	0.002792626	0.001076093	99.13049316	0.000366715
719.5	0.003065668	0.001377257	99.05274963	0.000453864
719	0.003432957	0.001675913	98.94636536	0.000555782
718.5	0.003870361	0.001980618	98.86262512	0.00076491
718	0.00438526	0.002198152	98.68621826	0.00109891
717.5	0.00475294	0.00228995	98.60298157	0.001644707
717	0.00522693	0.002185168	98.51268005	0.002741346
716.5	0.005427018	0.002064878	98.42862701	0.004049432
716	0.005543493	0.00182068	98.40349579	0.005374751
715.5	0.005402519	0.00156811	98.39965057	0.00629502
715	0.0051518	0.001324996	98.47766876	0.006422293
714.5	0.004865592	0.001166134	98.57130432	0.005797861
714	0.004549898	0.001043789	98.72458649	0.004629414
713.5	0.004294399	0.000961643	98.90055084	0.003537676
713	0.004045349	0.000921765	98.9283905	0.0026344
712.5	0.003962204	0.000865596	98.8332901	0.002008382
712	0.00399185	0.000859355	98.33998871	0.001604489
711.5	0.00409902	0.000859961	97.36706543	0.001293882
711	0.004357287	0.000910395	95.42973328	0.001098041
710.5	0.004855439	0.000942293	92.37956238	0.000938737
710	0.005553768	0.001035075	87.83978271	0.000765074
709.5	0.006345514	0.001142947	81.65888977	0.00065816
709	0.007239856	0.001256296	74.00052643	0.000549565
708.5	0.008206803	0.001419487	64.83415985	0.000442709
708	0.008736555	0.001668422	54.93070602	0.000391496
707.5	0.008852417	0.001937638	44.80630493	0.000316703
707	0.008457358	0.002397573	35.43917084	0.000297438
706.5	0.007523589	0.002871511	27.28944778	0.000250604
706	0.006384224	0.003587739	20.50548363	0.000242813
705.5	0.005258063	0.004579594	15.23779488	0.000258443
705	0.004160917	0.005884509	11.2258091	0.000199002
704.5	0.003350541	0.007778993	8.150777817	0.000187299
704	0.002713526	0.010612102	5.991164684	0.000184197
703.5	0.002215213	0.014765028	4.405249596	0.00023678
703	0.001880044	0.020995902	3.286399603	0.000204891
702.5	0.001606273	0.030942664	2.477385759	0.000251649
702	0.001399861	0.046863824	1.882676005	0.000309571
701.5	0.001227972	0.073103264	1.444637299	0.000390414
701	0.001071533	0.121311866	1.115175486	0.000486597
700.5	0.000951026	0.206431657	0.871899724	0.000592109
700	0.000863913	0.369370371	0.687939525	0.000742555
699.5	0.000754298	0.69363755	0.5473153	0.000870331
699	0.000719377	1.363375187	0.438397437	0.000959374
698.5	0.000665917	2.82328248	0.352698922	0.001002062
698	0.000583121	5.901902199	0.282714605	0.000893745
697.5	0.000542402	11.68284607	0.228193641	0.000817181
697	0.000494496	20.91909599	0.183536485	0.000727082
696.5	0.000523423	33.07772446	0.148273602	0.000645852
696	0.000512603	46.88822174	0.119631514	0.00055663
695.5	0.000477007	60.21092606	0.096453011	0.00048254
695	0.00048811	71.59463501	0.077286236	0.000440084
694.5	0.000505497	80.58761597	0.061880726	0.000443493
694	0.000538984	86.66640472	0.049760338	0.000453074
693.5	0.000587653	90.68636322	0.040227018	0.000477822
693	0.000604422	92.94894409	0.031764466	0.000521631
692.5	0.00068296	93.77545166	0.025208501	0.000669011
692	0.000718227	93.83262634	0.020475151	0.000810116
691.5	0.000768261	94.0687561	0.016624724	0.001034791
691	0.000780191	94.25099182	0.013342267	0.001373997
690.5	0.00075652	94.57019043	0.011235234	0.001748828
690	0.000697112	95.17158508	0.008961337	0.00209941
689.5	0.000669926	96.36941528	0.007479373	0.002438212
689	0.000595618	97.20599365	0.006226931	0.00254476
688.5	0.000491375	97.94528198	0.005200621	0.002530471
688	0.000386162	98.1968689	0.004118537	0.002382163
687.5	0.000385323	98.39624023	0.003609636	0.002238336
687	0.000301443	98.25737762	0.003120953	0.002045399
686.5	0.000261851	98.13400269	0.002784992	0.001969623
686	0.000264344	98.0471344	0.002400137	0.001943949
685.5	0.000213453	98.08705902	0.001890255	0.001968163
685	0.000214603	98.43805695	0.001748032	0.002138453
684.5	0.000218552	98.69235992	0.001596746	0.002272118
684	0.000181373	98.86573029	0.001756954	0.002400553
683.5	0.000191311	98.91551971	0.001077311	0.002526101
683	0.000191055	98.8434906	0.001031894	0.002462134
682.5	0.000227498	98.69296265	0.001169405	0.00230718
682	0.000200841	98.43170929	0.000826687	0.002044919
681.5	0.000227353	98.25421143	0.000706312	0.00179102
681	0.000260037	98.1309967	0.000702653	0.001532889
680.5	0.000292522	98.11604309	0.000406777	0.00134658
680	0.000343606	98.32876587	0.000514314	0.001196641
679.5	0.000408018	98.52870941	0.000545197	0.001150506
679	0.000451621	98.77754211	0.000192051	0.001231335
678.5	0.000504593	99.05117798	0.000621982	0.001374042
678	0.0005621	99.16568756	0.000302044	0.001721162
677.5	0.000658766	99.16017151	0.000273616	0.002364577
677	0.000724065	99.15561676	0.000317172	0.003328176
676.5	0.000794497	98.97190857	0.000194229	0.004236038
676	0.000847862	98.78492737	0.000191759	0.004871358
675.5	0.000859244	98.66631317	0.000132191	0.004853264
675	0.000814908	98.48590851	0.00051116	0.004133217
674.5	0.000826337	98.48548889	1.93E-05	0.003085435
674	0.00072256	98.56912231	0.00018781	0.001975417
673.5	0.000686792	98.72053528	4.89E-06	0.00123115
673	0.000608863	98.9282608	1.57E-06	0.000756329
672.5	0.000549541	99.16703796	-3.33E-05	0.000523578
672	0.000458246	99.2611618	0.000134933	0.00038937
671.5	0.000385092	99.35044861	4.91E-05	0.000286038
671	0.000335706	99.18955231	0.000286597	0.000257209
670.5	0.000304655	99.19525909	-7.38E-05	0.000234549
670	0.000262108	99.10844421	-8.69E-05	0.000213269
669.5	0.000240387	98.97080231	-8.69E-05	0.000203003
669	0.000208756	98.91772461	-0.000217183	0.000192686
668.5	0.000169489	98.92189789	-6.19E-05	0.000189122
668	0.000178038	98.97027588	0.000216904	0.000190246
667.5	0.000181683	99.05355072	0.000308556	0.00022356
667	0.000170146	99.18028259	0.000188497	0.000232879
666.5	0.000149561	99.23897552	0.000172707	0.000278631
666	0.000165534	99.33301544	-3.72E-06	0.000285614
665.5	0.000141965	99.35787201	0.000172583	0.00031649
665	0.000119629	99.33358765	9.69E-05	0.000324459
664.5	0.000147652	99.23310089	0.000107178	0.000372561
664	8.02E-05	99.24347687	0.00013173	0.000405375
663.5	9.57E-05	99.18750763	0.000262126	0.000484091
663	0.000103556	99.11154175	4.86E-05	0.000603033
662.5	9.01E-05	99.1961441	1.12E-05	0.000714934
662	7.96E-05	99.31500244	0.000101168	0.000957003
661.5	7.25E-05	99.41127777	4.15E-05	0.001330533
661	5.93E-05	99.43536377	0.000304744	0.002016908
660.5	6.18E-05	99.36343384	3.95E-05	0.003005178
660	5.08E-05	99.37421417	-0.00012429	0.00429331
659.5	7.02E-05	99.4154129	3.27E-06	0.005449195
659	4.49E-05	99.37776947	2.70E-05	0.006101808
658.5	3.33E-05	99.44818878	9.74E-05	0.006051492
658	7.69E-05	99.33592987	0.000205586	0.005371331
657.5	1.89E-05	99.35131836	0.000156217	0.004298877
657	5.31E-05	99.28125	-6.40E-05	0.003327356
656.5	7.23E-05	99.27479553	-0.000144837	0.002664941
656	5.32E-05	99.46707153	9.38E-05	0.002265104
655.5	6.95E-05	99.34642029	0.000163169	0.002127063
655	8.53E-05	99.27058411	9.50E-05	0.002263329
654.5	0.000107806	99.3423233	5.22E-05	0.00266539
654	0.000106329	99.11897278	0.000136463	0.003271723
653.5	0.000120228	98.92384338	-2.90E-05	0.003952428
653	0.000150638	98.80845642	-0.000308172	0.004506676
652.5	0.00015806	98.54576874	-7.29E-05	0.004595707
652	0.000161166	98.54759216	-0.000160237	0.004324595
651.5	0.000182901	98.52612305	0.00026124	0.003601343
651	0.000194683	98.50894165	4.74E-05	0.002762161
650.5	0.000226282	98.57051086	3.36E-05	0.002011114
650	0.000261386	98.76953125	-4.45E-05	0.001509573
649.5	0.000282277	98.93414307	0.000163567	0.001102716
649	0.000306164	99.22522736	9.57E-05	0.000924453
648.5	0.00036911	99.30095673	-1.01E-05	0.000815665
648	0.000437354	99.10955048	-6.85E-05	0.000793088
647.5	0.000509273	98.98672485	0.000102571	0.000804789
647	0.00061313	98.96495056	0.000101143	0.000884456
646.5	0.000764347	98.86855316	-2.01E-05	0.001058349
646	0.000940025	98.75405121	1.15E-05	0.001302816
645.5	0.001181196	98.72098541	-5.63E-05	0.001697885
645	0.001492855	98.66770172	0.000107014	0.002213481
644.5	0.001820002	98.76100922	0.000136107	0.002781029
644	0.002161218	98.75370026	0.000213385	0.003209297
643.5	0.002459682	98.87595367	1.03E-05	0.003412048
643	0.002654819	98.94165039	-7.39E-05	0.003336229
642.5	0.0027725	98.94211578	4.33E-05	0.003056421
642	0.002731889	98.98584747	0.000190714	0.002682762
641.5	0.002660628	99.05775452	0.00021853	0.002332862
641	0.002505484	98.9728775	0.000132367	0.002106145
640.5	0.002321782	98.89115143	0.000228765	0.002043198
640	0.002145831	98.83009338	-2.26E-05	0.002161142
639.5	0.001995552	98.79762268	-0.000134321	0.002351612
639	0.001836686	98.77798462	9.22E-05	0.002668971
638.5	0.001730364	98.85861206	0.000186238	0.003070486
638	0.001581593	98.90795898	0.000147247	0.003427066
637.5	0.001481669	98.98445892	0.000133226	0.00358352
637	0.001388651	99.10819244	0.000212525	0.003511698
636.5	0.001324035	99.152565	-4.32E-05	0.003259711
636	0.001321163	99.15743256	6.82E-05	0.002900522
635.5	0.001315166	99.10974121	0.000144503	0.002558772
635	0.001359932	99.00187683	0.0002957	0.002318024
634.5	0.001444166	98.99936676	0.000214688	0.002141752
634	0.001575141	98.86502838	2.32E-05	0.002135993
633.5	0.001746828	98.77360535	-7.39E-06	0.002203968
633	0.001989734	98.72132874	0.00013668	0.002308795
632.5	0.002272031	98.61091614	0.000137315	0.002278259
632	0.002643391	98.63050079	0.000114025	0.002162671
631.5	0.003092092	98.66429901	0.000168089	0.001872333
631	0.00350156	98.80609894	-2.33E-05	0.001507457
630.5	0.003969048	98.89092255	0.000190492	0.001125101
630	0.004435898	98.96737671	-0.000267684	0.000796237
629.5	0.004871773	99.03968048	-6.82E-05	0.000569059
629	0.005318722	99.09008789	-3.95E-05	0.000408893
628.5	0.00572799	99.10587311	0.000125094	0.000324539
628	0.005936238	99.17450714	0.00030413	0.000250319
627.5	0.005966218	99.16181946	0.000114597	0.000215026
627	0.005646425	99.22774506	-0.000119193	0.000170757
626.5	0.005180213	99.29969788	-4.40E-05	0.000136583
626	0.004415645	99.21089172	0.000289327	0.000151775
625.5	0.003598381	99.146492	0.000127518	0.000119031
625	0.002818494	99.08197784	0.000230171	0.000139771
624.5	0.002167797	99.01263428	0.000150053	0.000160074
624	0.001723725	98.87206268	7.37E-06	0.000167944
623.5	0.001367703	98.8286972	6.89E-05	0.000186416
623	0.001122064	98.78236389	1.10E-05	0.00019889
622.5	0.0009881	98.75958252	-7.19E-05	0.000261946
622	0.000871456	98.7748642	0.000171589	0.00031407
621.5	0.000854023	98.87470245	9.14E-05	0.000461177
621	0.000837978	98.96448517	7.89E-05	0.000741466
620.5	0.000859698	99.00495911	2.26E-05	0.00130686
620	0.000933145	99.04385376	-6.47E-05	0.002237119
619.5	0.001089886	99.10903168	-8.96E-05	0.003279904
619	0.001210927	99.01475525	0.00016936	0.004006652
618.5	0.001445384	98.92630005	-5.33E-05	0.004190957
618	0.001690982	98.83059692	7.24E-05	0.003597289
617.5	0.001940091	98.74050903	0.000170563	0.002644489
617	0.00210562	98.626297	1.24E-06	0.001665289
616.5	0.002206841	98.64324188	2.05E-05	0.000923939
616	0.002156508	98.61656189	1.38E-05	0.000527778
615.5	0.002041151	98.66941833	0.000191166	0.000376222
615	0.001867605	98.71027374	0.000151497	0.000293734
614.5	0.001679137	98.83565521	7.18E-05	0.000243934
614	0.001546582	98.87371826	5.64E-05	0.000206292
613.5	0.001396808	98.88961792	-2.70E-05	0.000217947
613	0.001351767	98.90873718	5.35E-05	0.000220513
612.5	0.001324802	98.84030151	0.00016197	0.000234445
612	0.001389763	98.81654358	2.24E-05	0.000294104
611.5	0.00148302	98.79278564	0.000189171	0.000361679
611	0.001609375	98.79933929	-1.20E-05	0.000458149
610.5	0.001786657	98.84529114	-1.91E-05	0.000621054
610	0.002041014	98.95127106	-1.59E-05	0.000799129
609.5	0.002367589	99.01106262	9.75E-05	0.00101942
609	0.002767209	99.05465698	0.000169175	0.001227426
608.5	0.003153701	99.0297699	-5.07E-05	0.001318586
608	0.003505536	98.96523285	5.65E-05	0.001288981
607.5	0.0038238	98.92868042	8.00E-05	0.001182035
607	0.004055981	98.83726501	0.000155073	0.000969855
606.5	0.004106923	98.83503723	7.15E-05	0.000811287
606	0.004096822	98.7631073	8.48E-05	0.000664573
605.5	0.003915972	98.67010498	0.000153998	0.000573048
605	0.003719155	98.79626465	0.000213097	0.000465837
604.5	0.003434171	98.83673859	6.48E-05	0.000412802
604	0.003145155	98.93267822	-0.00010341	0.000351835
603.5	0.002913886	98.92958832	-8.22E-05	0.000293326
603	0.002727683	98.93386078	4.62E-05	0.00025098
602.5	0.002645283	98.82463837	0.000224982	0.000250622
602	0.002606573	98.7452774	0.000206173	0.000259706
601.5	0.002688259	98.69958496	0.000183673	0.000282731
601	0.002891446	98.70367432	3.05E-05	0.000340109
