This file was produced by the Exoplanet Follow-up Observing Program website (exofop.ipac.caltech.edu) on Fri Jan 28 03:45:42 2022
Filter Values: stellar_teff lessThan 4000; planet_radius lessThan 5; tfopwg_disposition notContains FP

"TIC ID","TOI","CTOI","Master priority","SG1A priority","SG1B priority","SG2 priority","SG3 priority","SG4 priority","SG5 priority","ACWG ESM","ACWG TSM","Time Series Observations","Spectroscopy Observations","Imaging Observations","TESS Disposition","TFOPWG Disposition","TESS mag","TESS mag error","Pipeline Signal ID","Source","Detection","RA (deg)","Dec (deg)","PM RA (mas/yr)","PM RA error","PM Dec (mas/yr)","PM Dec error","Transit Epoch (BJD)","Transit Epoch error","Period (days)","Period error","Duration (hours)","Duration error","Depth (mmag)","Depth (mmag) error","Depth (ppm)","Depth (ppm) error","Planet Radius (R_Earth)","Planet Radius error","Planet Insolation (Earth flux)","Planet Eq Temp (K)","Planet SNR","Stellar Distance (pc)","Stellar Distance error","Stellar Teff (K)","Stellar Teff error","Stellar log(g) (cm/s2)","Stellar log(g) error","Stellar Radius (R_Sun)","Stellar Radius error","Stellar Metallicity","Stellar Metallicity error","Stellar Mass (M_Sun)","Stellar Mass error","Sectors","Comments","Date TOI Alerted (by TESS Project)","Date TOI Updated (by TESS Project)","Date Modified (by ExoFOP-TESS)"
"141608198","210.01","","1","5","5","1","3","4","4","1.5","55.5","3","0","1","PC","PC","12.5395","0.008","1","spoc","SPOC","88.96184","-73.985288","80.456","0.078","-139.153","0.114","2459338.99312","0.004372806","9.0105382113126","0.000011204031","1.8667152877354","0.12123337","4.48181","0.117249","4119.3916439821","107.984085","2.1492102539544","0.21113017","3.3568220253405","345.22467432797","34.47422","42.8091","0.09895","3275","","4.438","","0.3301460146904","0.00996591","","","0.311261","0.0202744","1,2,3,4,5,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,37,38,39","No centroid offset in S38 - consistent with SG1 observations (designated VPC)","2019-05-07","2021-08-19","2021-10-29"
"841226526","3828.01","","3","4","3","3","1","4","4","12.5","54.5","0","1","0","PC","PC","11.227","0.007","1","qlp","QLP","150.892504","67.990037","-11.82","0.034","-36.584","0.043","2458883.545144","0.00433","19.5111802","0.0006558","3.836","1.002","3.599748","0.176249","3310","162.318","","","","","19","341.6","2.999","","","","","","","","","","","14,20,21","found in faint-star QLP search","2021-06-23","2021-06-23","2021-10-29"
"173103335","5146.01","","5","5","5","5","5","5","5","2.9","54.3","0","0","0","KP","KP","10.5459","0.007","1","spoc-s45-b02","SPOC","172.335371","-1.455136","94.034","0.094","-78.139","0.057","2459528.168667","0.003068173","10.054178013567","0.004105535","2.1307979568157","0.68147635","1.702396","0.192075","1566.7360100705","176.89185","2.1999087436487","1.8120668","4.5833071936051","373.1766753325","8.289099","44.0727","0.10815","3920","157","4.6932","0.00973992","0.55085599422455","0.0164328","","","0.546024","0.0203319","45","K2-3 b","2022-01-25","2022-01-25","2022-01-26"
"133849258","3432.01","","3","4","3","3","1","4","4","15.8","54.1","1","0","0","PC","PC","13.7942","0.007","1","qlp","QLP","121.479826","-41.46259","","","","","2458533.147759","0.0100496","9.1394374","0.0036266","3.93","0.577","14.141118","4.427691","12940","4069.75","","","79.1166","830","13","","","3999","269.3","","","","","","","","","7,8","V-shaped; found in faint-star QLP search","2021-06-16","2021-06-16","2021-10-29"
"232650365","1746.01","","2","4","4","2","4","4","4","3.8","53.7","5","0","5","PC","PC","11.9589","0.018","1","spoc","SPOC","281.767709","54.910682","0.71","2","71.59","2","2458684.786034","0.0012844822","2.5253136124011","0.00002250509","0.94582334397599","0.37691954","1.426558","0.167109","1313.0456209665","153.90083","1.5918928685888","0.9012096","26.102032343832","576.48542330534","9.432403","62.55347","","3340","157","4.81708","0.00724115","0.410465","0.0147749","","","0.403244","0.0222963","14,15,16,19,22,25,26","V-shaped; possible secondary; another nearby star of similar brightness in the pixel","2020-02-27","2020-09-23","2021-12-14"
"54962195","663.02","","3","4","4","4","4","3","4","4.4","53.5","26","3","9","PC","PC","11.7602","0.007","2","spoc","UNKNOWN","160.065852","-8.511083","-142.182","0.075","-82.962","0.062","2458543.404532","0.001673269","4.6955673072555","0.000022319795","1.938451295834","0.34720367","2.188203","0.209565","2013.3799383971","192.99779","2.4150791315799","0.6120697","22.022493884734","552.50520542822","10.363942","64.2308","0.1799","3719","64","4.76941","0.347691","0.51236099004745","0.0152398","","","0.510139","0.0203013","9,35","low SNR","2019-05-07","2021-07-08","2021-10-29"
"198385543","1846.01","","2","4","2","2","4","4","4","3.4","53.4","4","2","4","PC","PC","11.8467","0.008","1","spoc","SPOC","257.954965","54.527848","-61.625","0.115","211.315","0.092","2458768.02766","0.001357862","3.9307021980778","0.000036204023","1.4399406839127","0.3279098","1.84488","0.135058","1697.7545702086","124.38494","1.7517455648908","0.7207335","17.741701859549","523.44200254414","13.615116","47.2496","0.0963","3512","157","4.81618","0.00391692","0.411452","0.0121252","","","0.404348","0.020175","17,20,23,24,25,26","L1 candidate","2020-05-07","2020-09-23","2021-10-29"
"121194926","3251.01","","3","4","3","3","1","4","4","19.3","52.3","0","0","0","PC","PC","12.27","0.021","1","qlp","QLP","224.78787","-40.870645","","","","","2458620.750298","0.0036201","2.0680295","0.000719","1.771","0.282","3.588854","0.009763","3300","8.99214","","","","","11","728.917","","","","","","","","","","","","11","found in faint-star QLP search","2021-06-04","2021-06-04","2021-10-29"
"304085024","4975.01","","3","4","3","3","1","4","4","9.7","52.2","0","0","0","PC","PC","12.967","0.019","1","qlp-s38-faintsearch","QLP","141.051186","-67.683704","-0.475","3.088","19.258","3.088","2459355.370186","0.0027259","4.4834145","0.0000254","2.363","0.252","5.234991","0.006961","4810","6.41111","","","","","15","612.156","","","","","","","","","","","","9,10,11,36,37,38","found in faint-star QLP search; no stellar radius or Teff","2021-12-21","2021-12-21","2021-12-23"
"153951307","1238.01","","2","4","4","2","4","4","4","6","51.4","4","2","8","PC","PC","11.2582","0.007","1","spoc","SPOC/QLP","201.382339","68.836068","-4.963","0.052","-45.922","0.053","2458684.294646","0.0036947944","3.2937059064074","0.00088796706","1.660436","0.2698539","1.384852","0.101546","1274.682613","93.52326","2.288668","0.2871585","56.962266039141","700.67490614468","13.436836","70.7145","0.12055","3853","157","4.63168","0.010987","0.62326","0.0182128","","","0.606665","0.0201108","14,15","Check neighbors","2019-10-17","2019-10-17","2021-10-29"
"298428237","4574.01","","2","4","2","2","2","4","4","7.8","51.2","0","2","1","PC","PC","11.7495","0.007","1","spoc","SPOC","312.065404","24.484549","52.78","0.063","4.55","0.053","2458683.879054","0.0011767745","0.76899718935646","0.000011621856","1.0835556893715","0.51549345","0.880919","0.117526","811.02717770899","108.23938","1.5937900045524","2.065293","287.12496603151","1049.8747449722","8.081796","69.81","0.22395","3734","157","4.69992","0.0093548","0.54307901859283","0.0160385","","","0.538988","0.0202252","14,15,41","possible centroid offset and secondary","2021-11-01","2021-11-01","2021-12-19"
"470987100","1732.01","","2","4","2","2","4","4","4","5.9","51.1","3","2","5","PC","PC","11.3266","0.007","1","spoc","SPOC","111.801451","53.045268","-6.753","0.061","42.185","0.052","2458843.294736","0.002967954","4.1213564751421","0.0008126515","2.0080600048353","0.5304277","1.679914","0.164529","1546.0615225582","151.52542","2.5392045049118","1.5490651","44.215291291812","657.67733017588","9.036865","74.7599","0.23155","3876","157","4.62394","0.011413","0.632571","0.0187445","","","0.613891","0.0202526","20","","2020-02-19","2020-02-19","2021-10-29"
"279095914","4675.01","TIC 279095914.01","2","4","2","2","1","4","4","3.8","51.1","0","2","0","PC","PC","11.0418","0.006","1","qlp-s31-faintsearch","QLP","50.542788","-4.111673","-6.765","0.079","-22.516","0.097","2459165.52615","0.0054252","3.5779775","0.0000333","1.795","0.409","0.901535","0.004575","830","4.21371","2.15124","0.251913","54.0709","755","9","61.629","0.1918","3991","119","4.67","0.12","0.61","0.06","","","0.62","0.0807863","4,31","found in faint-star QLP search","2021-12-21","2021-12-20","2021-12-23"
"33091590","2495.01","","2","4","2","2","4","4","4","1.5","50.3","2","0","5","PC","PC","12.2285","0.008","1","spoc","SPOC","104.827007","-4.828274","7.278","0.09","-9.805","0.095","2459208.384505","0.0040933965","7.7953849531374","0.0030242442","1.6941572939831","0.7247427","3.02681","0.454483","2783.9129229208","418.50656","1.8939264376933","1.3662949","4.9263400140042","379.97134435189","7.411049","43.0789","0.1195","3356","157","4.8711","0.000391229","0.352909","0.0106823","","","0.337569","0.0203338","33","low SNR","2021-02-19","2021-02-18","2021-10-29"
"229781583","1245.01","","1","4","1","1","4","4","4","3.8","50","5","0","4","PC","PC","12.1819","0.007","1","spoc","SPOC","283.53553","69.633534","-9.435","0.034","54.067","0.04","2458684.550449","0.0014908735","4.8204185534871","0.000039723585","2.1017218193833","0.119989805","2.278344","0.092532","2096.2325495914","85.22129","2.722670569236","0.14225958","22.635282121129","556.30918122978","22.25764","80.0982","0.11875","3692","157","4.71598","0.00882482","0.524555","0.015499","","","0.521792","0.0202308","14,15,16,17,18,19,20,21,22,23,25,26","Potential level one candidate","2019-10-17","2020-09-11","2021-10-29"
"149855074","3647.01","","3","4","3","3","1","4","4","10.8","49.7","0","2","0","PC","PC","12.3524","0.01","1","qlp","QLP","44.794835","37.635422","","","","","2458813.248651","0.0057158","3.1116107","0.0014249","2.729","0.402","2.815705","0.009446","2590","8.69989","","","","","9","355.329","","","","","","","","","","","","18","found in faint-star QLP search","2021-06-23","2021-06-23","2021-10-29"
"354944123","4342.01","","1","4","4","1","3","4","4","4.2","48.9","10","0","2","PC","PC","11.0318","0.007","1","spoc","SPOC","324.38942","-77.979147","120.399","0.043","-91.425","0.043","2458654.532426","0.0015552475","5.5383289992352","0.000038025082","2.2263888235413","0.41871506","1.528828","0.141217","1407.1118647899","130.05675","2.2721408626822","1.1171762","27.681833910476","585.01697007936","8.499877","61.5204","0.1022","3883","157","4.65275","0.0107329","0.59817498922348","0.0177148","","","0.586597","0.0202492","13,27","potential L1 planet; near 2:1 resonance","2021-07-28","2021-07-28","2021-10-29"
"55488511","557.01","","1","4","1","1","4","4","4","4.9","48.5","8","3","11","PC","PC","11.6434","0.007","1","spoc","UNKNOWN","59.017813","-10.272008","147.059","0.052","4.973","0.044","2458439.549649","0.0013834393","3.3449039927025","0.000017267552","1.3408349051783","0.41858247","1.520547","0.163634","1399.4950568299","150.70146","2.2540532490074","1.2301857","48.931453841931","674.55408937728","9.153862","75.9623","0.2536","3883","65","4.71022","0.33376","0.57395297288895","0.017047","","","0.566298","0.0202826","5,31","Low SNR; no GAIA radius","2019-04-03","2021-07-13","2021-10-29"
"143022742","4323.02","","5","5","5","5","5","5","5","1.1","47.7","3","0","1","PC","FA","12.531","0.007","2","spoc","SPOC","54.466785","-30.057438","-27.104","0.042","-60.598","0.059","2458412.896474","0.006486537","21.969257784454","0.00025938038","3.5662306615751","0.6793756","8.655825","1.411097","7940.6152389345","1298.8241","4.1061739210867","0.9829199","1.8336045801104","296.78788633073","9.256836","70.7878","0.17105","3414","157","4.77364","0.00645192","0.45886099338531","0.0136024","","","0.455971","0.0202541","4,31","possible 3:2 resonance; 3.6 sigma odd-even","2021-07-27","2021-07-26","2022-01-12"
"95337971","5139.01","","3","4","3","3","1","4","4","7","47.5","0","0","0","PC","PC","12.7263","0.007","1","spoc-s45-b02","SPOC","153.384453","19.948217","-130.701","0.053","-66.654","0.054","2459525.779689","0.0040030116","5.9498717395868","0.0014093972","1.3534214416433","0.50468475","5.863114","0.695081","5385.5728045931","639.98834","4.4001980456404","2.4881663","24.466256766325","567.23318670128","7.5749793","131.219","0.94","3859","157","4.65384","0.011004","0.59688502550125","0.0179697","","","0.58554","0.0204224","45","1st transit on momentum dump; 2nd near end of orbit; low SNR","2022-01-25","2022-01-25","2022-01-26"
"322270620","1083.01","","1","4","1","1","1","4","4","1.7","46.7","6","0","0","PC","PC","12.0936","0.007","1","spoc","SPOC","296.822194","-87.32281","-82.691","0.045","-290.716","0.055","2458666.87004","0.003261","12.958787","0.004661","2.013102","0.440213","3.588575","0.431333","3299.743118","397.19385","2.704172","0.789766","","","7.605977","68.9109","0.125","3614","64","4.81257","0.359456","0.448","0.069","","","0.489415","0.0203502","13","Likely stellar variability","2019-08-16","2019-08-16","2021-10-29"
"1271152446","4022.01","","3","4","3","3","1","4","4","8.6","46.5","0","0","0","PC","PC","13.3972","0.006","1","qlp","QLP","255.128886","59.62566","-12.584","0.457","9.774","0.506","2459003.79283","0.0032475","7.2087494","0.0001237","3.567","0.258","6.883628","0.005291","6320","4.87313","","","","","24","506.754","63.5655","","","","","","","","","","","14,15,16,17,18,19,20,21,22,23,25","found in faint-star QLP search","2021-06-23","2021-06-23","2021-10-29"
"417931300","2068.01","","1","4","1","2","4","4","4","2.5","46.3","2","2","3","PC","PC","11.1806","0.007","1","spoc","SPOC","186.27356","60.418346","-197.88","0.039","-6.197","0.033","2458683.42339","0.0027507595","7.7688701039023","0.00014181207","2.0846307363224","0.36260572","1.477642","0.175985","1360.0328909155","162.0748","2.1403408675208","0.53346986","12.658243580976","481.07535796974","7.813827","52.9328","0.0586","3700","157","4.70036","0.00945482","0.542573","0.0161303","","","0.538526","0.0202958","14,15,21,22","Check bright neighbor (TIC 417931299).","2020-07-15","2020-07-15","2021-10-29"
"463103749","3063.01","","3","4","3","3","1","4","4","33","45.9","0","0","0","PC","PC","12.5954","0.026","1","qlp","QLP","153.114718","-58.081193","-8.464","0.061","4.947","0.049","2458591.899863","0.0069983","1.9503727","0.0005353","3.06","0.494","5.54051","0.017904","5090","16.4899","","","","","11","1411.83","73.315","","","","","","","","","","","9,10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-11-25"
"390651552","1827.01","","1","5","5","1","4","4","4","26.5","45.5","10","2","2","PC","CP","8.8223","0.007","1","spoc","SPOC","191.981531","9.749418","-1008.6","0.138","-459.8","0.079","2458928.225191","0.00059718447","1.467126256908","0.00005237504","1.0073288083495","0.15486403","1.738056","0.063164","1599.5279897611","58.17469","1.3333260855275","0.5144412","39.491954830299","639.36212768633","24.825464","8.07426","0.004095","3297","157","4.89","","0.331472","0.00983149","","","0.312792","0.0201625","23","","2020-05-07","2020-05-07","2021-10-29"
"447976172","3074.01","","3","4","3","3","1","4","4","11.6","45.4","0","0","0","PC","PC","13.325","0.009","1","qlp","QLP","157.913593","-48.994078","","","","","2459327.920394","0.0058297","5.3583725","0.0000456","4.916","0.409","5.442298","0.005318","5000","4.8982","","","","","12","481.009","","","","","","","","","","","","9,10,36,37","found in faint-star QLP search; slight depth aperture correlation; no stellar parameters","2021-06-04","2021-11-04","2021-11-13"
"458199018","4891.01","","3","4","3","3","1","4","4","29.8","45.3","0","0","0","PC","PC","12.8844","0.008","1","qlp-s37-faintsearch","QLP","159.396893","-56.743513","-2.904","2.958","1.373","2.958","2459328.432761","0.0037558","2.4519547","0.0000365","3.232","0.588","6.774369","3.073745","6220","2827.02","","","","","11","1393.25","","","","","","","","","","","","10,36,37","found in faint-star QLP search","2021-12-21","2021-12-21","2021-12-23"
"165551882","1633.01","","2","4","2","5","5","5","5","0.8","45.1","2","0","2","PC","FA","12.5441","0.007","1","spoc","SPOC","266.767331","57.226662","135.163","0.06","441.578","0.062","2458798.104217","0.0042393273","12.158280380607","0.005804952","2.1406836693148","0.7304905","3.731322","0.559792","3430.7762637634","515.45435","1.9160277453916","1.0555835","2.6741524132406","326.1491782446","7.3275914","48.049","0.06325","3429","157","4.90092","0.00321302","0.3232","0.00954308","","","0.303245","0.0201268","18","Marginal level one candidate; possible instrument noise","2020-01-14","2020-01-14","2021-10-29"
"219195044","714.01","","2","4","4","2","3","4","4","2.5","44.9","14","0","1","PC","PC","11.5436","0.007","1","spoc","UNKNOWN","92.392417","-53.822988","92.721","0.055","115.298","0.058","2458412.825788","0.00092728675","4.3239158991367","0.000010881392","1.4983893917286","0.15577312","1.123435","0.066344","1034.1867862102","61.103386","1.7056389115097","0.17983623","23.773681349538","563.17563694627","16.21626","53.8473","0.0679","3782","","4.438","","0.47314101457596","0.0141473","","","0.470893","0.0203489","1,2,4,5,6,7,8,11,12,28,31,32,33,34,35","potential multi planet system","2019-05-24","2021-07-28","2021-10-29"
"104208182","1738.01","","2","4","2","2","4","4","4","7.4","44.6","2","2","7","PC","PC","12.4851","0.007","1","spoc","SPOC","54.502163","50.955115","26.655","0.048","-86.188","0.037","2458792.660607","0.0027812864","3.6973861520057","0.0004104238","1.4182515990558","0.6378202","3.126248","0.359083","2875.239544203","330.6731","3.5864126901661","3.6473286","59.79125209523","709.21703994952","8.390566","142.042","0.498","3948","157","4.59404","0.011821","0.6692","0.0196139","","","0.641329","0.020142","18,19","Possible odd-even","2020-02-27","2020-02-27","2021-10-29"
"441936163","4889.01","","3","4","3","3","1","4","4","15.1","44.1","0","0","0","PC","PC","12.6063","0.006","1","qlp-s37-faintsearch","QLP","145.791652","-56.421755","","","","","2459330.552381","0.001583","1.895234","0.0000067","0.868","0.217","2.685086","0.036019","2470","33.1743","","","24.4753","619","9","","","3525","85.4","","","","","","","","","9,10,36,37","V-shaped; found in faint-star QLP search; no stellar radius","2021-12-21","2021-12-21","2021-12-23"
"354944123","4342.02","","1","4","4","1","3","4","4","2.2","43.7","10","0","2","PC","PC","11.0318","0.007","2","spoc","SPOC","324.38942","-77.979147","120.399","0.043","-91.425","0.043","2458659.348023","0.0024497588","10.688608350669","0.00011466265","2.6672244877947","0.34568244","1.631102","0.175957","1501.1726340658","162.0491","2.4642245247696","0.4968625","11.520508301593","469.88075713034","8.190688","61.5204","0.1022","3883","157","4.65275","0.0107329","0.59817498922348","0.0177148","","","0.586597","0.0202492","13,27","possible multi","2021-07-28","2021-07-28","2021-10-29"
"320994166","3207.01","","3","4","3","3","1","4","4","37","43.1","0","0","0","PC","PC","13.3096","0.007","1","qlp","QLP","175.204109","-65.026903","-4.343","0.116","0.325","0.104","2458622.951001","0.0060144","4.0996465","0.0008484","4.586","0.443","19.11335","3.900023","17450","3585.61","","","","","27","14728.3","4020.6","","","","","","","","","","","10,11","found in faint-star QLP search","2021-06-04","2021-06-04","2021-10-29"
"229465678","3096.01","","3","4","3","3","1","4","4","41.7","43","0","0","0","PC","PC","13.151","0.012","1","qlp","QLP","197.187667","-28.234466","-19.58","2.189","14.286","2.18","2458590.528072","0.0014271","4.4273519","0.0006433","2.864","0.438","18.759802","0.018271","17130","16.828","","","","","35","277.823","","","","","","","","","","","","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-10-29"
"98796344","455.01","","4","5","5","4","4","4","4","9.2","42.7","32","12","7","CP","CP","8.84294","0.008","1","spoc","UNKNOWN","45.462478","-16.594496","-369.196","0.14","-268.51","0.147","2459168.295274","0.0007279","5.3587759524822","0.000007548971","1.369776439469","0.14748554","2.94464","0.144175","2708.4393715462","132.78087","1.4454154065126","0.29846486","6.2795537094994","403.74015405758","20.253843","6.86929","0.003805","3562","83","4.97389","0.060229","0.27595299482346","0.00828276","","","0.249439","0.0201557","4,31","LTT 1445 A b","2019-02-08","2021-12-02","2021-12-07"
"71347873","2293.01","","3","4","3","3","4","4","4","2.7","40.8","3","2","5","PC","PC","11.814","0.007","1","spoc","SPOC","115.593377","70.404076","45.254","0.038","-120.785","0.058","2458847.823385","0.0027226096","6.0689471217227","0.00014681534","2.0334804009791","0.7359993","1.825604","0.237368","1680.0307277871","218.60033","2.0604121512977","1.792683","15.177358378113","503.40647446554","7.543161","62.7576","0.12815","3668","157","4.73795","0.00814435","0.499376","0.0148842","","","0.497439","0.0203219","20,26","low SNR","2020-09-30","2020-09-30","2021-10-29"
"452972453","3987.01","","5","5","5","5","5","5","5","12.9","40.8","0","0","0","PC","FA","12.753","0.019","1","qlp","QLP","8.762379","58.136446","","","","","2458981.689588","0.0072832","3.2358247","0.0001465","3.629","0.682","3.545282","0.011948","3260","11.0042","","","","","11","1308.27","","","","","","","","","","","","17,18,24","found in faint-star QLP search","2021-06-23","2021-06-23","2021-10-29"
"337385330","5112.01","TIC 337385330.01","2","4","2","2","1","4","4","1.4","40.5","0","0","0","PC","PC","10.1857","0.008","1","qlp-s45-ffi","QLP","110.304466","17.588565","-67.888","0.08","-57.018","0.082","2459546.786674","0.005107","15.5340754","0.0037358","3.612","0.379","1.03194","0.002202","950","2.02795","1.94789","0.111273","10.2524","498","11","43.8372","0.087","3973","157","4.65","0.01","0.61","0.02","","","0.592837","0.0203215","44,45","potential L1 planet","2022-01-25","2022-01-25","2022-01-26"
"306512967","5046.01","","3","4","3","3","1","4","4","1.7","40.1","0","0","0","PC","PC","13.069","0.019","1","qlp-s39-faintsearch","QLP","119.031193","-69.861455","-23.418","3.229","16.596","3.229","2459377.361953","0.0025533","11.1838046","0.0000484","5.302","0.316","4.068266","0.001316","3740","1.2121","","","","","33","737.214","","","","","","","","","","","","1,2,3,4,5,6,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39","found in faint-star QLP search; no stellar radius; two stars in pixel","2022-01-06","2022-01-06","2022-01-11"
"458300989","4876.01","","3","4","3","3","1","4","4","10.4","39.8","0","0","0","PC","PC","12.5386","0.014","1","qlp-s37-faintsearch","QLP","159.657502","-56.593205","-12.033","1.186","13.504","1.185","2459328.149645","0.0072094","4.1379542","0.0001625","4.739","0.774","2.837476","0.011357","2610","10.4599","","","","","10","810.688","","","","","","","","","","","","10,36,37","found in faint-star QLP search; no stellar parameters","2021-12-21","2021-12-21","2021-12-23"
"138762614","1802.01","","2","4","2","2","4","4","4","1.5","39.3","4","3","4","PC","PC","11.1341","0.007","1","spoc","SPOC","164.255313","24.882338","68.482","0.118","-20.501","0.208","2458904.154502","0.004145894","16.796110728891","0.005796182","3.4989302481585","0.6141709","1.973789","0.220322","1816.2755984615","202.90366","2.5066456668515","1.018664","5.9204002438188","397.83914834153","8.492437","60.6931","0.2882","3859","157","4.66612","0.0103418","0.582436","0.0172029","","","0.573516","0.0202233","22","2 transits; second transit is ramp-like; possibly instrument noise or systematic","2020-04-15","2020-04-15","2021-10-29"
"210873792","900.01","","1","4","1","1","3","4","4","4.4","38.3","0","1","3","PC","PC","11.9085","0.006","1","spoc","SPOC","245.905129","-31.373574","-89.072","0.109","-117.306","0.077","2458626.506628","0.009733","4.84405","0.002784","4.626678","0.773396","1.775699","0.233396","1634.142388","214.9427","2.337732","0.96559","28.355397259593","588.54365716846","7.2821226","121.037","0.742","3861","142","4.71767","0.400347","0.57","0.099","","","0.666","0.0818058","12","High priority (2.34 Re)","2019-07-15","2019-07-15","2021-10-29"
"203289099","5111.01","","5","5","5","5","5","5","5","3.4","37.9","0","0","0","PC","KP","11.7538","0.007","1","qlp-s45-ffi","QLP","136.361492","21.668589","14.473","0.08","-25.94","0.057","2459548.775666","0.0050306","3.3557196","0.0000118","1.608","0.075","1.151491","0.000123","1060","0.113476","1.92525","0.0614842","34.6017","675","21","75.1691","0.30675","3807","157","4.68","0.01","0.56","0.02","","","0.555026","0.0204108","44,45","K2-344 b","2022-01-25","2022-01-25","2022-01-26"
"143022742","4323.01","","5","5","5","5","5","5","5","1","37.8","3","0","1","PC","FA","12.531","0.007","1","spoc","SPOC","54.466785","-30.057438","-27.104","0.042","-60.598","0.059","2458416.548124","0.013202551","14.676265843378","0.00032541223","3.2320455492784","1.1914431","3.806675","1.132012","3499.9379734275","1042.0787","2.8523347853539","1.2104801","3.1398249658771","339.50494879596","9.150719","70.7878","0.17105","3414","157","4.77364","0.00645192","0.45886099338531","0.0136024","","","0.455971","0.0202541","4,31","potential L1 planet; low SNR; fit appears to be underestimating depth; centroid offset but not centered on anything","2021-07-27","2021-07-26","2022-01-12"
"467179528","1266.02","","2","5","5","2","4","4","4","0.6","37.1","8","3","7","PC","CP","11.0402","0.007","2","spoc","SPOC","197.996583","65.833697","-150.652","0.041","-25.368","0.039","2458689.964649","0.0032263563","18.795449981352","0.0025516788","1.9268731802984","0.79056895","1.568758","0.212529","1443.8362463057","195.72697","1.6745320120933","1.6752032","2.6648399188524","325.86486041499","7.722058","36.0118","0.0295","3618","157","4.79432","0.00537588","0.435666","0.0129388","","","0.431082","0.0202618","14,15","part of possible multi-planet system","2019-11-15","2019-11-15","2021-10-29"
"364074068","1756.01","","2","4","4","2","4","4","4","3.6","37","4","2","2","PC","PC","12.0948","0.007","1","spoc","SPOC","306.328774","77.636412","-12.577","0.028","52.096","0.025","2458764.85243","0.0021609655","2.7829120368375","0.000065555214","1.6699705006743","0.3694426","1.151782","0.128943","1060.2678817527","118.753815","2.0019218980222","0.56214744","55.585021633534","696.40069252416","8.329976","86.7159","0.11135","3756","157","4.68309","0.00975251","0.562607","0.0165054","","","0.556454","0.0201546","17,18,19,24","v-shaped; potential L1 candidate","2020-02-27","2020-09-11","2021-10-29"
"140687214","4327.01","","1","4","1","1","3","4","4","4.6","37","4","0","1","PC","PC","12.1285","0.007","1","spoc","SPOC","73.206864","-76.339681","6.697","0.042","80.118","0.055","2458411.376552","0.00086214894","0.8303300875694","0.000008535387","0.86858293452217","0.19874577","0.601703","0.071332","554.03534569895","65.6973","1.5591666537117","0.30990976","256.50303453496","1020.6876886149","11.545039","84.4016","0.15225","3672","157","4.68064","0.0100081","0.56545400619507","0.0167656","","","0.558945","0.0202654","4,5,27,28,29,30,31,32,33,34,35,36","possible L1 planet; two stars in pixel","2021-07-27","2021-07-26","2021-10-29"
"271971130","715.01","","1","4","1","3","3","4","4","0.1","36.7","6","0","2","PC","PC","13.5308","0.007","1","spoc","SPOC","113.852328","-73.577409","82.634","0.078","9.987","0.098","2458327.549593","0.002310805","19.288050042385","0.000080339305","2.1999299519217","0.22170204","4.988493","0.331846","4584.0332422652","305.59503","1.6848164104159","0.14519234","0.72128250872563","235.04233867772","15.448339","42.4048","0.08555","3075","","4.438","","0.22982400655746","0.0068728","","","0.199363","0.0200854","1,2,3,4,5,6,7,8,9,10,11,12,13,27,29,30,31,32,33,34,35,36","likely M dwarf","2019-05-24","2021-07-06","2021-10-29"
"72504752","4885.01","","3","4","3","3","1","4","4","25.4","36.5","0","0","0","PC","PC","13.3328","0.008","1","qlp-s37-faintsearch","QLP","187.712917","-44.618489","-1.142","4.554","17.194","4.554","2459321.242029","0.0027165","6.9392854","0.0000363","5.859","0.263","15.957587","0.007187","14590","6.61952","","","","","22","691.779","","","","","","","","","","","","10,37","found in faint-star QLP search; no stellar radius in report but Gaia DR2 Rstar = 1 +/- 0.25 which indicates Rp is planetary","2021-12-21","2021-12-21","2021-12-23"
"239332587","4481.01","","1","4","1","1","3","4","4","29.5","36.4","3","56","1","PC","PC","8.72762","0.007","1","spoc","SPOC","311.2697","44.500235","434.079","0.047","271.143","0.059","2459420.563719","0.0005195121","0.92627713509339","0.000032248732","0.94944315431613","0.13800494","1.118547","0.040119","1029.689448225","36.950314","1.4090249953214","0.47391108","136.0368711769","871.03159448796","24.439926","12.0445","0.00435","3573","157","4.80376","0.00467167","0.42516899108887","0.0125082","","","0.419577","0.0201656","41","potential L1 planet","2021-10-07","2021-10-06","2021-12-21"
"287139872","1752.01","","1","4","4","1","4","4","4","5.8","36.3","7","0","5","PC","PC","12.7463","0.008","1","spoc","SPOC","253.461486","60.70962","-171.252","0.061","125.196","0.062","2458683.592309","0.0007231418","0.93518259674676","0.000007832912","0.84222964589453","0.33351442","1.163622","0.112249","1071.1616643458","103.37966","1.7365989636212","2.122636","194.174668603","952.06783429101","13.729274","103.021","0.3355","3652","157","4.71387","0.00897414","0.526987","0.0156406","","","0.524085","0.0202784","14,15,16,17,18,19,20,21,22,23,24,25,26","potential L1 candidate","2020-02-27","2020-09-23","2021-10-29"
